subject	predicate	object	primary_knowledge_source	aggregator_knowledge_source	original_object	original_subject	subject_label	object_label
HGNC:4284		MONDO:0007422	infores:gencc	infores:gencc			GJB2	keratoderma hereditarium mutilans
HGNC:4284		MONDO:0007422	infores:gencc	infores:gencc			GJB2	keratoderma hereditarium mutilans
HGNC:4284		MONDO:0007866	infores:gencc	infores:gencc			GJB2	Bart-Pumphrey syndrome
HGNC:4288		MONDO:0007510	infores:gencc	infores:gencc			GJB6	Clouston syndrome
HGNC:4288		MONDO:0007510	infores:gencc	infores:gencc			GJB6	Clouston syndrome
HGNC:4288		MONDO:0007510	infores:gencc	infores:gencc			GJB6	Clouston syndrome
HGNC:4288		MONDO:0007510	infores:gencc	infores:gencc			GJB6	Clouston syndrome
HGNC:6207		MONDO:0011017	infores:gencc	infores:gencc			JUP	Naxos disease
HGNC:6207		MONDO:0011017	infores:gencc	infores:gencc			JUP	Naxos disease
HGNC:6207		MONDO:0011017	infores:gencc	infores:gencc			JUP	Naxos disease
HGNC:6207		MONDO:0011017	infores:gencc	infores:gencc			JUP	Naxos disease
HGNC:4021		MONDO:0033014	infores:gencc	infores:gencc			KDSR	erythrokeratodermia variabilis et progressiva 4
HGNC:4021		MONDO:0033014	infores:gencc	infores:gencc			KDSR	erythrokeratodermia variabilis et progressiva 4
HGNC:4021		MONDO:0033014	infores:gencc	infores:gencc			KDSR	erythrokeratodermia variabilis et progressiva 4
HGNC:6412		MONDO:0010962	infores:gencc	infores:gencc			KRT1	diffuse nonepidermolytic palmoplantar keratoderma
HGNC:6412		MONDO:0010962	infores:gencc	infores:gencc			KRT1	diffuse nonepidermolytic palmoplantar keratoderma
HGNC:6412		MONDO:0007808	infores:gencc	infores:gencc			KRT1	ichthyosis hystrix of Curth-Macklin
HGNC:6412		MONDO:0007808	infores:gencc	infores:gencc			KRT1	ichthyosis hystrix of Curth-Macklin
HGNC:6412		MONDO:0007808	infores:gencc	infores:gencc			KRT1	ichthyosis hystrix of Curth-Macklin
HGNC:6412		MONDO:0007239	infores:gencc	infores:gencc			KRT1	epidermolytic ichthyosis
HGNC:6412		MONDO:0007239	infores:gencc	infores:gencc			KRT1	epidermolytic ichthyosis
HGNC:6412		MONDO:0007239	infores:gencc	infores:gencc			KRT1	epidermolytic ichthyosis
HGNC:6412		MONDO:0007239	infores:gencc	infores:gencc			KRT1	epidermolytic ichthyosis
HGNC:6412		MONDO:0011870	infores:gencc	infores:gencc			KRT1	annular epidermolytic ichthyosis
HGNC:6412		MONDO:0011870	infores:gencc	infores:gencc			KRT1	annular epidermolytic ichthyosis
HGNC:6412		MONDO:0011870	infores:gencc	infores:gencc			KRT1	annular epidermolytic ichthyosis
HGNC:6413		MONDO:0007239	infores:gencc	infores:gencc			KRT10	epidermolytic ichthyosis
HGNC:6413		MONDO:0007239	infores:gencc	infores:gencc			KRT10	epidermolytic ichthyosis
HGNC:6413		MONDO:0007239	infores:gencc	infores:gencc			KRT10	epidermolytic ichthyosis
HGNC:6413		MONDO:0007239	infores:gencc	infores:gencc			KRT10	epidermolytic ichthyosis
HGNC:6413		MONDO:0012208	infores:gencc	infores:gencc			KRT10	congenital reticular ichthyosiform erythroderma
HGNC:6413		MONDO:0012208	infores:gencc	infores:gencc			KRT10	congenital reticular ichthyosiform erythroderma
HGNC:6413		MONDO:0012208	infores:gencc	infores:gencc			KRT10	congenital reticular ichthyosiform erythroderma
HGNC:6413		MONDO:0011870	infores:gencc	infores:gencc			KRT10	annular epidermolytic ichthyosis
HGNC:6413		MONDO:0011870	infores:gencc	infores:gencc			KRT10	annular epidermolytic ichthyosis
HGNC:6413		MONDO:0011870	infores:gencc	infores:gencc			KRT10	annular epidermolytic ichthyosis
HGNC:6423		MONDO:0008173	infores:gencc	infores:gencc			KRT16	pachyonychia congenita 1
HGNC:6423		MONDO:0008173	infores:gencc	infores:gencc			KRT16	pachyonychia congenita 1
HGNC:6423		MONDO:0013073	infores:gencc	infores:gencc			KRT16	palmoplantar keratoderma, nonepidermolytic, focal 1
HGNC:6423		MONDO:0013073	infores:gencc	infores:gencc			KRT16	palmoplantar keratoderma, nonepidermolytic, focal 1
HGNC:6443		MONDO:0014324	infores:gencc	infores:gencc			KRT6A	pachyonychia congenita 3
HGNC:6443		MONDO:0014324	infores:gencc	infores:gencc			KRT6A	pachyonychia congenita 3
HGNC:6444		MONDO:0014325	infores:gencc	infores:gencc			KRT6B	pachyonychia congenita 4
HGNC:6444		MONDO:0014325	infores:gencc	infores:gencc			KRT6B	pachyonychia congenita 4
HGNC:6444		MONDO:0014325	infores:gencc	infores:gencc			KRT6B	pachyonychia congenita 4
HGNC:20406		MONDO:0014327	infores:gencc	infores:gencc			KRT6C	palmoplantar keratoderma, nonepidermolytic, focal or diffuse
HGNC:20406		MONDO:0014327	infores:gencc	infores:gencc			KRT6C	palmoplantar keratoderma, nonepidermolytic, focal or diffuse
HGNC:20406		MONDO:0014327	infores:gencc	infores:gencc			KRT6C	palmoplantar keratoderma, nonepidermolytic, focal or diffuse
HGNC:20406		MONDO:0014327	infores:gencc	infores:gencc			KRT6C	palmoplantar keratoderma, nonepidermolytic, focal or diffuse
HGNC:6663		MONDO:0011396	infores:gencc	infores:gencc			LORICRIN	loricrin keratoderma
HGNC:6663		MONDO:0011396	infores:gencc	infores:gencc			LORICRIN	loricrin keratoderma
HGNC:28018		MONDO:0012847	infores:gencc	infores:gencc			NIPAL4	autosomal recessive congenital ichthyosis 6
HGNC:28018		MONDO:0012847	infores:gencc	infores:gencc			NIPAL4	autosomal recessive congenital ichthyosis 6
HGNC:28018		MONDO:0012847	infores:gencc	infores:gencc			NIPAL4	autosomal recessive congenital ichthyosis 6
HGNC:28018		MONDO:0012847	infores:gencc	infores:gencc			NIPAL4	autosomal recessive congenital ichthyosis 6
HGNC:21246		MONDO:0014011	infores:gencc	infores:gencc			PNPLA1	autosomal recessive congenital ichthyosis 10
HGNC:21246		MONDO:0014011	infores:gencc	infores:gencc			PNPLA1	autosomal recessive congenital ichthyosis 10
HGNC:21246		MONDO:0014011	infores:gencc	infores:gencc			PNPLA1	autosomal recessive congenital ichthyosis 10
HGNC:21246		MONDO:0014011	infores:gencc	infores:gencc			PNPLA1	autosomal recessive congenital ichthyosis 10
HGNC:21679		MONDO:0012530	infores:gencc	infores:gencc			RSPO1	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
HGNC:21679		MONDO:0012530	infores:gencc	infores:gencc			RSPO1	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
HGNC:21679		MONDO:0012530	infores:gencc	infores:gencc			RSPO1	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
HGNC:21679		MONDO:0012530	infores:gencc	infores:gencc			RSPO1	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
HGNC:29958		MONDO:0033092	infores:gencc	infores:gencc			SDR9C7	ichthyosis, congenital, autosomal recessive 13
HGNC:29958		MONDO:0033092	infores:gencc	infores:gencc			SDR9C7	ichthyosis, congenital, autosomal recessive 13
HGNC:29958		MONDO:0033092	infores:gencc	infores:gencc			SDR9C7	ichthyosis, congenital, autosomal recessive 13
HGNC:13902		MONDO:0014272	infores:gencc	infores:gencc			SERPINB7	palmoplantar keratoderma, Nagashima type
HGNC:13902		MONDO:0014272	infores:gencc	infores:gencc			SERPINB7	palmoplantar keratoderma, Nagashima type
HGNC:13902		MONDO:0014272	infores:gencc	infores:gencc			SERPINB7	palmoplantar keratoderma, Nagashima type
HGNC:18746		MONDO:0009552	infores:gencc	infores:gencc			SLURP1	mal de Meleda
HGNC:18746		MONDO:0009552	infores:gencc	infores:gencc			SLURP1	mal de Meleda
HGNC:18746		MONDO:0009552	infores:gencc	infores:gencc			SLURP1	mal de Meleda
HGNC:15464		MONDO:0009735	infores:gencc	infores:gencc			SPINK5	Netherton syndrome
HGNC:15464		MONDO:0009735	infores:gencc	infores:gencc			SPINK5	Netherton syndrome
HGNC:15464		MONDO:0009735	infores:gencc	infores:gencc			SPINK5	Netherton syndrome
HGNC:11344		MONDO:0011218	infores:gencc	infores:gencc			ST14	autosomal recessive congenital ichthyosis 11
HGNC:11344		MONDO:0011218	infores:gencc	infores:gencc			ST14	autosomal recessive congenital ichthyosis 11
HGNC:11344		MONDO:0011218	infores:gencc	infores:gencc			ST14	autosomal recessive congenital ichthyosis 11
HGNC:11344		MONDO:0011218	infores:gencc	infores:gencc			ST14	autosomal recessive congenital ichthyosis 11
HGNC:11344		MONDO:0011218	infores:gencc	infores:gencc			ST14	autosomal recessive congenital ichthyosis 11
HGNC:11459		MONDO:0033091	infores:gencc	infores:gencc			SULT2B1	ichthyosis, congenital, autosomal recessive 14
HGNC:11459		MONDO:0033091	infores:gencc	infores:gencc			SULT2B1	ichthyosis, congenital, autosomal recessive 14
HGNC:11459		MONDO:0033091	infores:gencc	infores:gencc			SULT2B1	ichthyosis, congenital, autosomal recessive 14
HGNC:175		MONDO:0010880	infores:gencc	infores:gencc			ACVRL1	telangiectasia, hereditary hemorrhagic, type 2
HGNC:175		MONDO:0010880	infores:gencc	infores:gencc			ACVRL1	telangiectasia, hereditary hemorrhagic, type 2
HGNC:3530		MONDO:0012526	infores:gencc	infores:gencc			F12	hereditary angioedema type 3
HGNC:3530		MONDO:0012526	infores:gencc	infores:gencc			F12	hereditary angioedema type 3
HGNC:3530		MONDO:0012526	infores:gencc	infores:gencc			F12	hereditary angioedema type 3
HGNC:3767		MONDO:0011191	infores:gencc	infores:gencc			FLT4	capillary infantile hemangioma
HGNC:8975		MONDO:0024291	infores:gencc	infores:gencc			PIK3CA	vascular malformation
HGNC:10597		MONDO:0007571	infores:gencc	infores:gencc			SCN9A	primary erythermalgia
HGNC:10597		MONDO:0007571	infores:gencc	infores:gencc			SCN9A	primary erythermalgia
HGNC:11194		MONDO:0019073	infores:gencc	infores:gencc			SOX18	hypotrichosis-lymphedema-telangiectasia-renal defect syndrome
HGNC:11194		MONDO:0011914	infores:gencc	infores:gencc			SOX18	hypotrichosis-lymphedema-telangiectasia syndrome
HGNC:11194		MONDO:0011914	infores:gencc	infores:gencc			SOX18	hypotrichosis-lymphedema-telangiectasia syndrome
HGNC:882		MONDO:0013806	infores:gencc	infores:gencc			ATR	familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome
HGNC:882		MONDO:0013806	infores:gencc	infores:gencc			ATR	familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome
HGNC:28209		MONDO:0014309	infores:gencc	infores:gencc			CEP19	obesity due to CEP19 deficiency
HGNC:28209		MONDO:0014309	infores:gencc	infores:gencc			CEP19	obesity due to CEP19 deficiency
HGNC:4392		MONDO:0012911	infores:gencc	infores:gencc			GNAS	pseudohypoparathyroidism type 1C
HGNC:4392		MONDO:0012911	infores:gencc	infores:gencc			GNAS	pseudohypoparathyroidism type 1C
HGNC:6553		MONDO:0013991	infores:gencc	infores:gencc			LEP	obesity due to congenital leptin deficiency
HGNC:6553		MONDO:0013991	infores:gencc	infores:gencc			LEP	obesity due to congenital leptin deficiency
HGNC:6553		MONDO:0013991	infores:gencc	infores:gencc			LEP	obesity due to congenital leptin deficiency
HGNC:6554		MONDO:0013992	infores:gencc	infores:gencc			LEPR	obesity due to leptin receptor gene deficiency
HGNC:6554		MONDO:0013992	infores:gencc	infores:gencc			LEPR	obesity due to leptin receptor gene deficiency
HGNC:6554		MONDO:0013992	infores:gencc	infores:gencc			LEPR	obesity due to leptin receptor gene deficiency
HGNC:7108		MONDO:0011523	infores:gencc	infores:gencc			MKKS	Bardet-Biedl syndrome 6
HGNC:7623		MONDO:0014678	infores:gencc	infores:gencc			MYT1L	intellectual disability, autosomal dominant 39
HGNC:7623		MONDO:0014678	infores:gencc	infores:gencc			MYT1L	intellectual disability, autosomal dominant 39
HGNC:8032		MONDO:0013483	infores:gencc	infores:gencc			NTRK2	obesity, hyperphagia, and developmental delay
HGNC:8743		MONDO:0010961	infores:gencc	infores:gencc			PCSK1	obesity due to prohormone convertase I deficiency
HGNC:8743		MONDO:0010961	infores:gencc	infores:gencc			PCSK1	obesity due to prohormone convertase I deficiency
HGNC:8743		MONDO:0010961	infores:gencc	infores:gencc			PCSK1	obesity due to prohormone convertase I deficiency
HGNC:8743		MONDO:0010961	infores:gencc	infores:gencc			PCSK1	obesity due to prohormone convertase I deficiency
HGNC:8743		MONDO:0010961	infores:gencc	infores:gencc			PCSK1	obesity due to prohormone convertase I deficiency
HGNC:9201		MONDO:0012335	infores:gencc	infores:gencc			POMC	obesity due to pro-opiomelanocortin deficiency
HGNC:9201		MONDO:0012335	infores:gencc	infores:gencc			POMC	obesity due to pro-opiomelanocortin deficiency
HGNC:9201		MONDO:0012335	infores:gencc	infores:gencc			POMC	obesity due to pro-opiomelanocortin deficiency
HGNC:9201		MONDO:0012335	infores:gencc	infores:gencc			POMC	obesity due to pro-opiomelanocortin deficiency
HGNC:10671		MONDO:0014444	infores:gencc	infores:gencc			SDCCAG8	Bardet-Biedl syndrome 16
HGNC:10671		MONDO:0014444	infores:gencc	infores:gencc			SDCCAG8	Bardet-Biedl syndrome 16
HGNC:29021		MONDO:0014442	infores:gencc	infores:gencc			CEP290	Bardet-Biedl syndrome 14
HGNC:30417		MONDO:0017994	infores:gencc	infores:gencc			SH2B1	severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
HGNC:30417		MONDO:0017994	infores:gencc	infores:gencc			SH2B1	severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
HGNC:12406		MONDO:0014522	infores:gencc	infores:gencc			TUB	retinal dystrophy and obesity
HGNC:12406		MONDO:0014522	infores:gencc	infores:gencc			TUB	retinal dystrophy and obesity
HGNC:59		MONDO:0030088	infores:gencc	infores:gencc			ABCC8	diabetes mellitus, permanent neonatal 3
HGNC:59		MONDO:0030088	infores:gencc	infores:gencc			ABCC8	diabetes mellitus, permanent neonatal 3
HGNC:59		MONDO:0030088	infores:gencc	infores:gencc			ABCC8	diabetes mellitus, permanent neonatal 3
HGNC:15832		MONDO:0016391	infores:gencc	infores:gencc			BSCL2	neonatal diabetes mellitus
HGNC:15832		MONDO:0027766	infores:gencc	infores:gencc			BSCL2	generalized lipodystrophy
HGNC:15832		MONDO:0010020	infores:gencc	infores:gencc			BSCL2	congenital generalized lipodystrophy type 2
HGNC:3267		MONDO:0005015	infores:gencc	infores:gencc			EIF2S3	diabetes mellitus
HGNC:3267		MONDO:0010258	infores:gencc	infores:gencc			EIF2S3	MEHMO syndrome
HGNC:3267		MONDO:0010258	infores:gencc	infores:gencc			EIF2S3	MEHMO syndrome
HGNC:3267		MONDO:0010258	infores:gencc	infores:gencc			EIF2S3	MEHMO syndrome
HGNC:3267		MONDO:0010258	infores:gencc	infores:gencc			EIF2S3	MEHMO syndrome
HGNC:4173		MONDO:0010802	infores:gencc	infores:gencc			GATA4	pancreatic hypoplasia-diabetes-congenital heart disease syndrome
HGNC:4173		MONDO:0100164	infores:gencc	infores:gencc			GATA4	permanent neonatal diabetes mellitus
HGNC:4173		MONDO:0020525	infores:gencc	infores:gencc			GATA4	transient neonatal diabetes mellitus
HGNC:4174		MONDO:0016391	infores:gencc	infores:gencc			GATA6	neonatal diabetes mellitus
HGNC:4195		MONDO:0007453	infores:gencc	infores:gencc			GCK	maturity-onset diabetes of the young type 2
HGNC:4195		MONDO:0007453	infores:gencc	infores:gencc			GCK	maturity-onset diabetes of the young type 2
HGNC:4195		MONDO:0007455	infores:gencc	infores:gencc			GCK	diabetes mellitus, noninsulin-dependent
HGNC:4195		MONDO:0011236	infores:gencc	infores:gencc			GCK	hyperinsulinism due to glucokinase deficiency
HGNC:4195		MONDO:0011236	infores:gencc	infores:gencc			GCK	hyperinsulinism due to glucokinase deficiency
HGNC:4195		MONDO:0100165	infores:gencc	infores:gencc			GCK	permanent neonatal diabetes mellitus 1
HGNC:4195		MONDO:0020525	infores:gencc	infores:gencc			GCK	transient neonatal diabetes mellitus
HGNC:11630		MONDO:0020525	infores:gencc	infores:gencc			HNF1B	transient neonatal diabetes mellitus
HGNC:11630		MONDO:0100164	infores:gencc	infores:gencc			HNF1B	permanent neonatal diabetes mellitus
HGNC:18550		MONDO:0013647	infores:gencc	infores:gencc			IER3IP1	primary microcephaly-epilepsy-permanent neonatal diabetes syndrome
HGNC:18550		MONDO:0013647	infores:gencc	infores:gencc			IER3IP1	primary microcephaly-epilepsy-permanent neonatal diabetes syndrome
HGNC:6008		MONDO:0016391	infores:gencc	infores:gencc			IL2RA	neonatal diabetes mellitus
HGNC:6008		MONDO:0011168	infores:gencc	infores:gencc			IL2RA	type 1 diabetes mellitus 10
HGNC:6008		MONDO:0012436	infores:gencc	infores:gencc			IL2RA	neonatal diabetes mellitus with congenital hypothyroidism
HGNC:6081		MONDO:0020525	infores:gencc	infores:gencc			INS	transient neonatal diabetes mellitus
HGNC:6081		MONDO:0020525	infores:gencc	infores:gencc			INS	transient neonatal diabetes mellitus
HGNC:6081		MONDO:0100164	infores:gencc	infores:gencc			INS	permanent neonatal diabetes mellitus
HGNC:6081		MONDO:0100164	infores:gencc	infores:gencc			INS	permanent neonatal diabetes mellitus
HGNC:6257		MONDO:0030087	infores:gencc	infores:gencc			KCNJ11	diabetes mellitus, permanent neonatal 2
HGNC:6257		MONDO:0007455	infores:gencc	infores:gencc			KCNJ11	diabetes mellitus, noninsulin-dependent
HGNC:6257		MONDO:0012522	infores:gencc	infores:gencc			KCNJ11	diabetes mellitus, transient neonatal, 3
HGNC:6257		MONDO:0012522	infores:gencc	infores:gencc			KCNJ11	diabetes mellitus, transient neonatal, 3
HGNC:6257		MONDO:0014589	infores:gencc	infores:gencc			KCNJ11	maturity-onset diabetes of the young type 13
HGNC:4979		MONDO:0016391	infores:gencc	infores:gencc			MNX1	neonatal diabetes mellitus
HGNC:4979		MONDO:0100164	infores:gencc	infores:gencc			MNX1	permanent neonatal diabetes mellitus
HGNC:7762		MONDO:0012192	infores:gencc	infores:gencc			NEUROD1	permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome
HGNC:7762		MONDO:0011668	infores:gencc	infores:gencc			NEUROD1	maturity-onset diabetes of the young type 6
HGNC:7762		MONDO:0011668	infores:gencc	infores:gencc			NEUROD1	maturity-onset diabetes of the young type 6
HGNC:13806		MONDO:0100164	infores:gencc	infores:gencc			NEUROG3	permanent neonatal diabetes mellitus
HGNC:13806		MONDO:0012479	infores:gencc	infores:gencc			NEUROG3	congenital malabsorptive diarrhea 4
HGNC:13806		MONDO:0012479	infores:gencc	infores:gencc			NEUROG3	congenital malabsorptive diarrhea 4
HGNC:13806		MONDO:0012479	infores:gencc	infores:gencc			NEUROG3	congenital malabsorptive diarrhea 4
HGNC:13806		MONDO:0012479	infores:gencc	infores:gencc			NEUROG3	congenital malabsorptive diarrhea 4
HGNC:7835		MONDO:0016391	infores:gencc	infores:gencc			NKX2-2	neonatal diabetes mellitus
HGNC:6107		MONDO:0011667	infores:gencc	infores:gencc			PDX1	maturity-onset diabetes of the young type 4
HGNC:6107		MONDO:0011667	infores:gencc	infores:gencc			PDX1	maturity-onset diabetes of the young type 4
HGNC:6107		MONDO:0011667	infores:gencc	infores:gencc			PDX1	maturity-onset diabetes of the young type 4
HGNC:6107		MONDO:0100164	infores:gencc	infores:gencc			PDX1	permanent neonatal diabetes mellitus
HGNC:6107		MONDO:0100164	infores:gencc	infores:gencc			PDX1	permanent neonatal diabetes mellitus
HGNC:6107		MONDO:0024547	infores:gencc	infores:gencc			PDX1	pancreatic agenesis 1
HGNC:6107		MONDO:0024547	infores:gencc	infores:gencc			PDX1	pancreatic agenesis 1
HGNC:6107		MONDO:0024547	infores:gencc	infores:gencc			PDX1	pancreatic agenesis 1
HGNC:23734		MONDO:0100164	infores:gencc	infores:gencc			PTF1A	permanent neonatal diabetes mellitus
HGNC:23734		MONDO:0014406	infores:gencc	infores:gencc			PTF1A	pancreatic agenesis 2
HGNC:11006		MONDO:0016391	infores:gencc	infores:gencc			SLC2A2	neonatal diabetes mellitus
HGNC:11006		MONDO:0020525	infores:gencc	infores:gencc			SLC2A2	transient neonatal diabetes mellitus
HGNC:11006		MONDO:0100164	infores:gencc	infores:gencc			SLC2A2	permanent neonatal diabetes mellitus
HGNC:325		MONDO:0016391	infores:gencc	infores:gencc			AGPAT2	neonatal diabetes mellitus
HGNC:565		MONDO:0010926	infores:gencc	infores:gencc			AP2S1	familial hypocalciuric hypercalcemia 3
HGNC:565		MONDO:0010926	infores:gencc	infores:gencc			AP2S1	familial hypocalciuric hypercalcemia 3
HGNC:565		MONDO:0010926	infores:gencc	infores:gencc			AP2S1	familial hypocalciuric hypercalcemia 3
HGNC:1514		MONDO:0007791	infores:gencc	infores:gencc			CASR	familial hypocalciuric hypercalcemia 1
HGNC:1514		MONDO:0007791	infores:gencc	infores:gencc			CASR	familial hypocalciuric hypercalcemia 1
HGNC:4379		MONDO:0014146	infores:gencc	infores:gencc			GNA11	autosomal dominant hypocalcemia 2
HGNC:4379		MONDO:0014146	infores:gencc	infores:gencc			GNA11	autosomal dominant hypocalcemia 2
HGNC:3680		MONDO:0060714	infores:gencc	infores:gencc			FGF23	tumoral calcinosis, hyperphosphatemic, familial, 2
HGNC:3680		MONDO:0060714	infores:gencc	infores:gencc			FGF23	tumoral calcinosis, hyperphosphatemic, familial, 2
HGNC:3680		MONDO:0060714	infores:gencc	infores:gencc			FGF23	tumoral calcinosis, hyperphosphatemic, familial, 2
HGNC:4125		MONDO:0008897	infores:gencc	infores:gencc			GALNT3	tumoral calcinosis, hyperphosphatemic, familial, 1
HGNC:4125		MONDO:0008897	infores:gencc	infores:gencc			GALNT3	tumoral calcinosis, hyperphosphatemic, familial, 1
HGNC:4125		MONDO:0008897	infores:gencc	infores:gencc			GALNT3	tumoral calcinosis, hyperphosphatemic, familial, 1
HGNC:4125		MONDO:0008897	infores:gencc	infores:gencc			GALNT3	tumoral calcinosis, hyperphosphatemic, familial, 1
HGNC:1348		MONDO:0012502	infores:gencc	infores:gencc			SAMD9	normophosphatemic familial tumoral calcinosis
HGNC:1348		MONDO:0012502	infores:gencc	infores:gencc			SAMD9	normophosphatemic familial tumoral calcinosis
HGNC:1348		MONDO:0012502	infores:gencc	infores:gencc			SAMD9	normophosphatemic familial tumoral calcinosis
HGNC:6344		MONDO:0060715	infores:gencc	infores:gencc			KL	tumoral calcinosis, hyperphosphatemic, familial, 3
HGNC:6344		MONDO:0060715	infores:gencc	infores:gencc			KL	tumoral calcinosis, hyperphosphatemic, familial, 3
HGNC:25781		MONDO:0014416	infores:gencc	infores:gencc			ARMC5	ACTH-independent macronodular adrenal hyperplasia 2
HGNC:25781		MONDO:0014416	infores:gencc	infores:gencc			ARMC5	ACTH-independent macronodular adrenal hyperplasia 2
HGNC:25781		MONDO:0014416	infores:gencc	infores:gencc			ARMC5	ACTH-independent macronodular adrenal hyperplasia 2
HGNC:8773		MONDO:0012505	infores:gencc	infores:gencc			PDE11A	pigmented nodular adrenocortical disease, primary, 2
HGNC:8773		MONDO:0012505	infores:gencc	infores:gencc			PDE11A	pigmented nodular adrenocortical disease, primary, 2
HGNC:8794		MONDO:0013616	infores:gencc	infores:gencc			PDE8B	pigmented nodular adrenocortical disease, primary, 3
HGNC:9388		MONDO:0012509	infores:gencc	infores:gencc			PRKAR1A	pigmented nodular adrenocortical disease, primary, 1
HGNC:9388		MONDO:0012509	infores:gencc	infores:gencc			PRKAR1A	pigmented nodular adrenocortical disease, primary, 1
HGNC:59		MONDO:0020525	infores:gencc	infores:gencc			ABCC8	transient neonatal diabetes mellitus
HGNC:59		MONDO:0020525	infores:gencc	infores:gencc			ABCC8	transient neonatal diabetes mellitus
HGNC:59		MONDO:0007455	infores:gencc	infores:gencc			ABCC8	diabetes mellitus, noninsulin-dependent
HGNC:59		MONDO:0012480	infores:gencc	infores:gencc			ABCC8	diabetes mellitus, transient neonatal, 2
HGNC:59		MONDO:0009415	infores:gencc	infores:gencc			ABCC8	hypoglycemia, leucine-induced
HGNC:59		MONDO:0100164	infores:gencc	infores:gencc			ABCC8	permanent neonatal diabetes mellitus
HGNC:59		MONDO:0100164	infores:gencc	infores:gencc			ABCC8	permanent neonatal diabetes mellitus
HGNC:392		MONDO:0007455	infores:gencc	infores:gencc			AKT2	diabetes mellitus, noninsulin-dependent
HGNC:24035		MONDO:0014674	infores:gencc	infores:gencc			APPL1	maturity-onset diabetes of the young type 14
HGNC:1848		MONDO:0012348	infores:gencc	infores:gencc			CEL	maturity-onset diabetes of the young type 8
HGNC:1848		MONDO:0012348	infores:gencc	infores:gencc			CEL	maturity-onset diabetes of the young type 8
HGNC:1848		MONDO:0012348	infores:gencc	infores:gencc			CEL	maturity-onset diabetes of the young type 8
HGNC:9439		MONDO:0014523	infores:gencc	infores:gencc			DNAJC3	juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
HGNC:9439		MONDO:0014523	infores:gencc	infores:gencc			DNAJC3	juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
HGNC:9439		MONDO:0014523	infores:gencc	infores:gencc			DNAJC3	juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
HGNC:9439		MONDO:0014523	infores:gencc	infores:gencc			DNAJC3	juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
HGNC:3092		MONDO:0014352	infores:gencc	infores:gencc			DYRK1B	abdominal obesity-metabolic syndrome 3
HGNC:3092		MONDO:0014352	infores:gencc	infores:gencc			DYRK1B	abdominal obesity-metabolic syndrome 3
HGNC:4173		MONDO:0016391	infores:gencc	infores:gencc			GATA4	neonatal diabetes mellitus
HGNC:4173		MONDO:0004955	infores:gencc	infores:gencc			GATA4	metabolic syndrome
HGNC:4174		MONDO:0004955	infores:gencc	infores:gencc			GATA6	metabolic syndrome
HGNC:11621		MONDO:0012919	infores:gencc	infores:gencc			HNF1A	type 1 diabetes mellitus 20
HGNC:11621		MONDO:0012919	infores:gencc	infores:gencc			HNF1A	type 1 diabetes mellitus 20
HGNC:11621		MONDO:0007455	infores:gencc	infores:gencc			HNF1A	diabetes mellitus, noninsulin-dependent
HGNC:11621		MONDO:0010894	infores:gencc	infores:gencc			HNF1A	maturity-onset diabetes of the young type 3
HGNC:11630		MONDO:0007455	infores:gencc	infores:gencc			HNF1B	diabetes mellitus, noninsulin-dependent
HGNC:5024		MONDO:0007455	infores:gencc	infores:gencc			HNF4A	diabetes mellitus, noninsulin-dependent
HGNC:5024		MONDO:0014458	infores:gencc	infores:gencc			HNF4A	Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young
HGNC:5024		MONDO:0014458	infores:gencc	infores:gencc			HNF4A	Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young
HGNC:6081		MONDO:0013240	infores:gencc	infores:gencc			INS	maturity-onset diabetes of the young type 10
HGNC:6081		MONDO:0030089	infores:gencc	infores:gencc			INS	diabetes mellitus, permanent neonatal 4
HGNC:6081		MONDO:0030089	infores:gencc	infores:gencc			INS	diabetes mellitus, permanent neonatal 4
HGNC:6081		MONDO:0007454	infores:gencc	infores:gencc			INS	type 1 diabetes mellitus 2
HGNC:6081		MONDO:0014535	infores:gencc	infores:gencc			INS	hyperproinsulinemia
HGNC:6081		MONDO:0014535	infores:gencc	infores:gencc			INS	hyperproinsulinemia
HGNC:6091		MONDO:0012520	infores:gencc	infores:gencc			INSR	insulin-resistance syndrome type A
HGNC:6091		MONDO:0012520	infores:gencc	infores:gencc			INSR	insulin-resistance syndrome type A
HGNC:6091		MONDO:0012520	infores:gencc	infores:gencc			INSR	insulin-resistance syndrome type A
